Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
QuarkXPress 5,qxd,Presentation and Publishing,NF00807,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1320,,,https://www.wikidata.org/wiki/Q89682010,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987. Released in 2002, version 5.0 was the first to support tables and the ability to export as HTML. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",Procure and/or develop tools. QXPmarkz SE is a standalone application that can convert QuarkXPress files to InDesign.
QuarkXPress 6,qxp,Presentation and Publishing,NF00808,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/652,,,https://www.wikidata.org/wiki/Q60372734,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987. Released in 2003, version 6.0 was the first to run on both Macintosh OSX and Windows XP, and introduced the ability to work across multiple layout spaces for different types of output based on the same synchronized content. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",Procure and/or develop tools. QXPmarkz SE is a standalone application that can convert QuarkXPress files to InDesign.
Quattro Pro Spreadsheet 7-8,wb3,Spreadsheets,NF00527,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/fmt/836,,,https://www.wikidata.org/wiki/Q62414890,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet versions 7 and 8 had the file extension .wb3. The software was developed by Borland in 1988 and is now sold by Corel as part of the WordPerfect Office Suite. Versions 7 and 8 were released in 1996 and 1998. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files. ",Procure and/or develop tools. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WB1-3 files and QPW v. 9 files.
"Quattro Pro Spreadsheet 9-12, X3, X4",qpw,Spreadsheets,NF00528,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/fmt/837,,,https://www.wikidata.org/wiki/Q62414914,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet for DOS (Disk Operating System) versions 9-12, X3 and X4 had the file extension .qpw. The software was originally developed by Borland in 1988 and is now sold by Corel as part of the Corel WordPerfect Office suites. Versions 9-X3 were released from 2000 to 2006. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files. ",Procure and/or develop tools. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WB1-3 files and QPW v. 9 files.
Quattro Pro Spreadsheet for DOS 1-4,wq1,Spreadsheets,NF00390,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/121,,,https://www.wikidata.org/wiki/Q51799492,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,https://openpreservation.org/blogs/quattro-pro-dos-obsolete-format-last,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet for DOS versions 1-4 had the file extension .wq1. The software was developed by Borland in 1991 and is now sold by Corel as part of the WordPerfect Office Suite. Versions 1-4 for DOS were released from 1989 to 1992. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files. ","Procure and/or develop tools. LibreOffice Calc appears to be able to open WQ1 and WQ2 files, in which case the files could then be saved to ODS (with unknown risk), but that needs to be tested. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WQ1 and WQ2. Quattro Pro software may be required to open WQ1 and WQ2 files, which can then possibly be converted to XLS and then ODS, but it’s unclear if anything will be lost in the process."
Quattro Pro Spreadsheet for DOS 5.x,wq2,Spreadsheets,NF00526,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/122,,,https://www.wikidata.org/wiki/Q51799563,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,https://openpreservation.org/blogs/quattro-pro-dos-obsolete-format-last,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet for DOS versions 5.0 and 5.5 had the file extension .wq2. The software was developed by Borland and is now sold by Corel as part of the WordPerfect Office Suite. Version 5 for DOS was released in 1993. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files.","Procure and/or develop tools. LibreOffice Calc appears to be able to open WQ1 and WQ2 files, in which case the files could then be saved to ODS (with unknown risk), but that needs to be tested. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WQ1 and WQ2. Quattro Pro software may be required to open WQ1 and WQ2 files, which can then possibly be converted to XLS and then ODS, but it’s unclear if anything will be lost in the process."
Quattro Pro Spreadsheet for Windows 1-5,wb1,Spreadsheets,NF00391,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/fmt/834,,,https://www.wikidata.org/wiki/Q60479192,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet for Windows versions 1-5 had the file extension .wb1. The software was originally developed by Borland in 1988 and is now sold by Corel as part of the Borland Office for Windows. Versions 1-5 were released in 1992 and 1993. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files. ",Procure and/or develop tools. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WB1-3 files and QPW v. 9 files.
Quattro Pro Spreadsheet for Windows 6,wb2,Spreadsheets,NF00529,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/PRONOM/fmt/835,,,https://www.wikidata.org/wiki/Q60480274,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program; the format for Quattro Pro Spreadsheet for Windows versions 6 had the file extension .wb2. The software was originally developed by Borland in 1988 and is now sold by Corel as part of the Borland Office for Windows. Version 6 was released in 1994. Some older versions of Quattro Pro or Excel may still read these files, but support appears to be limited and the files may have formatting or behavior errors. At this time, further research is required by NARA on processing proprietary Quattro Pro files, but tentatively it is recommended to transform into CSV or XLSX files. ",Universal Office Converter; LibreOffice Calc
QuickTime File Format (MOV),mov,Digital Video,NF00393,video/quicktime,https://developer.apple.com/library/archive/documentation/QuickTime/QTFF/QTFFPreface/qtffPreface.html#//apple_ref/doc/uid/TP40000939,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/384,https://www.loc.gov/preservation/digital/formats/fdd/fdd000052.shtml,,https://www.wikidata.org/wiki/Q942350,http://fileformats.archiveteam.org/wiki/MOV,,https://en.wikipedia.org/wiki/QuickTime#File_formats,https://docs.fileformat.com/video/mov/,,,Low Risk,Retain,Retain,"QuickTime (MOV) is a multimedia container format that can store several types of data--video, audio, still images and subtitle tracks--in different encodings. QuickTime MOV was developed by Apple in 1991 and became the basis for the MPEG-4 standard in 2001, but no new version of the Apple specification has been released since 2016. The QuickTime file format is well documented, ubiquitous, and there are open source tools available for transcoding. Therefore, it is recommended to retain as-is. MOV is considered an acceptable format as per NARA Transfer Guidance.",FFmpeg
QuickTime Video with Apple ProRes 4444 Codec,mov,Digital Video,NF00867,video/quicktime,https://developer.apple.com/documentation/avfoundation/avvideocodectype/prores4444,,https://loc.gov/preservation/digital/formats/fdd/fdd000529.shtml,,https://www.wikidata.org/wiki/Q1136889,,,https://en.wikipedia.org/wiki/Apple_ProRes,,https://www.apple.com/final-cut-pro/docs/Apple_ProRes.pdf,,Moderate Risk,Retain,Retain,"QuickTime Video with Apple ProRes 4444 are video files that use Apple ProRes 4444 encoding with a QuickTime (MOV) wrapper. Apple ProRes 4444 is a proprietary low data rate with full-resolution video codec format with 4:4:4:4 RGBA color, making it a quality standard for video composites and lossless alpha channel up to 16 bits. Apple ProRes is well documented and ProRes video files can only be created within software that has an Apple license. MOV is a commonly used wrapper/container for ProRes 4444 and MOV is considered an acceptable format as per NARA Transfer Guidance. The QuickTime file format is well documented, ubiquitous, and there are open source tools available for transcoding. Therefore, it is recommended to retain as-is. ",FFmpeg
Radiance HDR (RGBE),hdr|pic|rgbe|xyze,Digital Still Image,NF00810,image/vnd.radiance,http://radsite.lbl.gov/radiance/refer/filefmts.pdf,https://www.nationalarchives.gov.uk/PRONOM/fmt/591,,,https://www.wikidata.org/wiki/Q3928271,http://fileformats.archiveteam.org/wiki/Radiance_HDR,,https://en.wikipedia.org/wiki/RGBE_image_format,https://docs.fileformat.com/image/hdr/,http://paulbourke.net/dataformats/pic/,,Moderate Risk,Retain,Retain,"Radiance HDR, also known as RGBE, is an open source, lossless format based on the Radiance Picture (.pic) format. It was the first defined HDR image format.",Adobe Photoshop
