NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),Is the format proprietary?,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification?,Has the specification been approved and published by an internationally recognized standards body?,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available?,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect significant properties?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files?,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption?,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking?,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score,Risk/Sustainability Factor Status,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,16.00,Moderate Risk,NF00497,Microsoft Access 2019,accdb,Databases,-1,-1,-1,0,0,-3,2,2,-1,2,-1,4,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2018,0,2018,0,0,16.00,Moderate Risk,0.001,-5,3,14
,,10.00,Moderate Risk,NF00499,Microsoft Access 95,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1995,-4,2010,-2,-6,10.00,Moderate Risk,0.001,-5,3,8
,,10.00,Moderate Risk,NF00255,Microsoft Access 97,mdb,Databases,-1,-1,2,0,0,0,2,2,-1,-1,2,4,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1997,-4,2010,-2,-6,10.00,Moderate Risk,0.001,-5,3,8
,,26.00,Low Risk,NF00257,Microsoft Active Server Page,asp,Software and Code,-1,2,2,-2,2,3,2,2,-1,2,-1,4,1,1,1,1,1,1,1,7,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,0,0,2,6,1996,-4,2002,-4,-8,26.00,Low Risk,0.001,-5,5,26
,,31.00,Low Risk,NF00583,Microsoft ASP.NET,aspx,Software and Code,-1,2,2,-2,2,3,2,2,-1,2,-1,4,1,1,2,1,1,1,1,8,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,0,0,2,6,2002,-4,2019,0,-4,31.00,Low Risk,0.001,-5,5,31
,,31.00,Low Risk,NF00731,Microsoft ASP.NET User Control File,ascx,Software and Code,-1,2,2,-2,2,3,2,2,-1,2,-1,4,1,1,2,1,1,1,1,8,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,0,0,2,6,2002,-4,2019,0,-4,31.00,Low Risk,0.000,-5,5,31
,,-1.00,Moderate Risk,NF00700,Microsoft Compiled HTML Help,chm,Software and Code,-1,2,2,-2,0,1,2,2,-1,-1,-1,1,-1,1,0,1,1,-1,-1,0,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,0,0,0,0,0,1997,-4,2005,-4,-8,-1.00,Moderate Risk,0.001,-5,5,-1
,,-12.00,Moderate Risk,NF00777,Microsoft Document Imaging Format,mdi,Digital Still Image,-1,-1,2,-2,0,-2,0,0,-1,-1,-1,-3,-1,0,1,-1,-1,-1,-1,-4,1,1,1,0,0,3,2,2,4,-2,1,-2,0,-3,0,0,0,-1,-1,0,2,0,0,0,2,2001,-4,,-4,-8,-12.00,Moderate Risk,0.000,-5,-3,-20
,,-24.00,High Risk,NF00169,Microsoft Dynamic Link Library,dll|ocx|drv,Software and Code,-1,-1,-1,-2,-1,-6,2,0,-1,0,-1,0,-1,0,0,0,1,-1,-1,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,-6,0,0,0,-1,-1,-1,0,-1,-1,2,-1,1985,-4,1987,-4,-8,-24.00,High Risk,0.009,-5,5,-24
,,3.00,Moderate Risk,NF00259,Microsoft Excel 2.x,xls,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,2,2,0,0,1,-1,0,1,0,1,1,1,1,-1,0,2,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1987,-4,,-4,-8,3.00,Moderate Risk,0.000,-5,3,1
,X,20.00,Moderate Risk,NF00260,Microsoft Excel 2000-2003,xls,Spreadsheets,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,1,-1,1,1,1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1998,-4,2018,0,-4,20.00,Moderate Risk,0.000,-5,5,20
,,5.00,Moderate Risk,NF00261,Microsoft Excel 3.0,xls,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,-1,2,2,0,0,1,-1,0,1,0,1,1,1,1,-1,2,4,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1990,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,,10.00,Moderate Risk,NF00262,Microsoft Excel 4.0,xls,Spreadsheets,-1,-1,2,0,0,0,0,2,-1,2,2,5,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1992,-4,,-4,-8,10.00,Moderate Risk,0.000,-5,3,8
,X,17.00,Moderate Risk,NF00263,Microsoft Excel 97,xls,Spreadsheets,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,1,-1,1,1,1,3,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1997,-4,2003,-4,-8,17.00,Moderate Risk,0.000,-5,5,17
,,0.00,Moderate Risk,NF00264,Microsoft Excel Backup,xlk,Spreadsheets,-1,-1,-1,0,0,-3,0,0,2,2,0,4,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,3,-2
,,5.00,Moderate Risk,NF00265,Microsoft Excel for Macintosh 2001,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,2001,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,,5.00,Moderate Risk,NF00266,Microsoft Excel for Macintosh 2002,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,2002,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,,5.00,Moderate Risk,NF00267,Microsoft Excel for Macintosh 2004,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,2004,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,,0.00,Moderate Risk,NF00268,Microsoft Excel for Macintosh 3.0,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,0,0,1,-1,0,1,0,1,1,1,1,-1,2,4,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1990,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,3,-2
,,5.00,Moderate Risk,NF00269,Microsoft Excel for Macintosh 4.0,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1992,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,X,5.00,Moderate Risk,NF00270,Microsoft Excel for Macintosh 98,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1998,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,X,5.00,Moderate Risk,NF00271,Microsoft Excel for Macintosh v.X,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,2001,-4,,-4,-8,5.00,Moderate Risk,0.000,-5,3,3
,,21.00,Moderate Risk,NF00665,Microsoft Excel Macro-enabled,xlsm,Spreadsheets,-1,2,2,2,2,7,2,2,2,2,-1,7,1,1,0,-1,1,1,1,4,-1,1,1,0,2,3,2,2,4,1,1,1,-2,1,0,0,0,-1,-1,-1,2,0,-1,2,2,2006,-4,2016,-2,-6,21.00,Moderate Risk,0.002,-5,5,21
,X,30.00,Low Risk,NF00272,Microsoft Excel Office Open XML,xlsx,Spreadsheets,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,1,1,2,-1,4,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-4,2016,-2,-6,30.00,Low Risk,0.052,-5,5,30
,,20.00,Moderate Risk,NF00770,Microsoft Excel Template,xlt,Spreadsheets,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,1,-1,1,1,1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1998,-4,2018,0,-4,20.00,Moderate Risk,0.000,-5,5,20
,,4.00,Moderate Risk,NF00656,Microsoft Excel unspecified version,xls,Spreadsheets,-1,-1,-1,0,0,-3,2,2,-1,2,0,5,0,0,1,-1,0,1,0,1,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,4.00,Moderate Risk,0.141,-5,5,4
,,2.00,Moderate Risk,NF00273,Microsoft Excel Workspace,xlw,Spreadsheets,-1,-1,-1,0,0,-3,0,0,-1,2,2,3,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,2,2,4,0,1,1,1,3,-1,-1,1,1,0,0,2,-1,0,2,3,,-4,,-4,-8,2.00,Moderate Risk,0.000,-5,3,0
,,-13.00,High Risk,NF00719,Microsoft Font File,fon,Software and Code,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,-1,1,0,0,0,0,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,2,2,2,0,0,6,1985,-4,1991,-4,-8,-13.00,High Risk,0.000,-5,5,-13
,,-2.00,Moderate Risk,NF00276,Microsoft FrontPage Binary Tree Index,btr,Software and Code,2,-1,-1,-2,0,-2,0,2,-1,2,-1,2,-1,0,0,-1,-1,0,0,-3,-1,1,-1,0,0,-1,2,2,4,0,1,1,0,2,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-4,-8,-2.00,Moderate Risk,0.000,-5,5,-2
,,7.00,Moderate Risk,NF00277,Microsoft FrontPage Server Extension Configuration File,frontpg.ini|frontpg.cnf,Software and Code,2,-1,-1,-2,0,-2,0,2,-1,2,-1,2,1,0,0,1,1,1,1,5,-1,1,-1,0,0,-1,2,2,4,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-4,-8,7.00,Moderate Risk,0.001,-5,5,7
,,7.00,Moderate Risk,NF00584,Microsoft FrontPage Server Extension Lock File,frontpg.lck|service.lck,Software and Code,2,-1,-1,-2,0,-2,0,2,-1,2,-1,2,1,0,0,1,1,1,1,5,-1,1,-1,0,0,-1,2,2,4,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-4,-8,7.00,Moderate Risk,0.000,-5,5,7
,,-1.00,Moderate Risk,NF00278,Microsoft Multiplan 4.0,mp,Spreadsheets,-1,-1,0,0,0,-2,0,0,-1,-1,-1,-3,0,0,0,1,1,1,0,3,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,1,-1,1,-1,0,0,2,0,0,2,4,,-4,,-4,-8,-1.00,Moderate Risk,0.000,-5,-5,-11
,,-6.00,Moderate Risk,NF00791,Microsoft Office AutoCorrect List,acl,Textual and Word Processing,-1,-1,-1,-2,-1,-6,0,0,2,0,0,2,-1,-1,1,-1,1,0,1,0,1,0,0,0,0,1,2,2,4,-2,1,1,0,0,0,0,0,-1,-1,0,2,0,0,0,2,1995,-4,,-4,-8,-6.00,Moderate Risk,0.000,-5,-5,-16
,,10.00,Moderate Risk,NF00718,Microsoft Office Personalized Settings File,pip,Software and Code,-1,-1,-1,0,0,-3,0,2,-1,2,-1,2,1,0,0,1,1,1,1,5,-1,1,-1,0,0,-1,2,2,4,0,1,1,1,3,0,0,0,0,0,2,2,0,0,0,4,2000,-4,2019,0,-4,10.00,Moderate Risk,0.000,-5,5,10
,,16.00,Moderate Risk,NF00822,Microsoft Offline Outlook Data File,ost,Email,-1,2,2,-2,2,3,0,2,2,2,0,6,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2022,0,-4,16.00,Moderate Risk,0.000,-5,3,14
,,13.00,Moderate Risk,NF00343,Microsoft OLE Compound Format,ole,Software and Code,-1,2,2,0,0,3,0,2,2,2,-1,5,1,1,0,0,1,0,0,3,1,0,0,-1,0,0,2,2,4,1,0,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1990,-4,2018,0,-4,13.00,Moderate Risk,0.000,-5,5,13
,,13.00,Moderate Risk,NF00585,Microsoft OLE2 Compound Format,ole|ole2,Software and Code,-1,2,2,0,0,3,0,2,2,2,-1,5,1,1,0,0,1,0,0,3,1,0,0,-1,0,0,2,2,4,1,0,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,2007,-4,2018,0,-4,13.00,Moderate Risk,0.005,-5,5,13
,,4.00,Moderate Risk,NF00664,Microsoft OneNote,one,Presentation and Publishing,-1,2,2,-2,2,3,2,2,2,0,-1,5,-1,1,0,-1,1,0,0,0,1,1,1,0,0,3,2,2,4,-2,0,-1,-2,-5,0,0,0,-1,-1,-1,2,-1,-1,0,-1,2003,-4,2021,0,-4,4.00,Moderate Risk,0.002,-5,-3,-4
,X,30.00,Low Risk,NF00280,Microsoft Outlook Item,msg|oft,Email,-1,2,2,-2,2,3,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,-1,1,-1,0,-1,2,-1,-1,2,1,2008,-2,2016,-2,-4,30.00,Low Risk,0.067,-5,5,30
,X,18.00,Moderate Risk,NF00282,Microsoft Outlook Personal Folders ANSI 1997-2002,pst,Email,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2022,0,-4,18.00,Moderate Risk,0.000,-5,3,16
,X,18.00,Moderate Risk,NF00283,Microsoft Outlook Personal Folders Unicode 2003-2007,pst,Email,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2022,0,-4,18.00,Moderate Risk,0.000,-5,3,16
,X,20.00,Moderate Risk,NF00657,Microsoft Outlook Personal Folders unspecified version,pst,Email,-1,2,2,-2,2,3,2,2,2,2,2,10,-1,1,0,-1,1,1,-1,0,1,1,1,2,2,7,2,2,4,-2,0,1,-2,-3,-1,1,1,0,1,-1,2,0,-1,2,2,1997,-4,2022,0,-4,20.00,Moderate Risk,0.005,-5,3,18
,,-5.00,Moderate Risk,NF00285,Microsoft PowerPoint for Macintosh 2001,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5.00,Moderate Risk,0.000,-5,3,-7
,,-5.00,Moderate Risk,NF00286,Microsoft PowerPoint for Macintosh 4.0-5.2,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5.00,Moderate Risk,0.000,-5,3,-7
,,-5.00,Moderate Risk,NF00287,Microsoft PowerPoint for Macintosh 98,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5.00,Moderate Risk,0.000,-5,3,-7
,,-5.00,Moderate Risk,NF00288,Microsoft PowerPoint for Macintosh v.X,ppt,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,-5.00,Moderate Risk,0.000,-5,3,-7
,,0.00,Moderate Risk,NF00290,Microsoft PowerPoint Presentation 4.0,ppt,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,2,2,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,3,-2
,,0.00,Moderate Risk,NF00291,Microsoft PowerPoint Presentation 95,ppt,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,2,2,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,1,0,-1,0,-1,2,0,0,-1,0,,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,3,-2
,X,14.00,Moderate Risk,NF00284,Microsoft PowerPoint Presentation 97-2003,ppt,Presentation and Publishing,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14.00,Moderate Risk,0.000,-5,5,14
,X,25.00,Low Risk,NF00289,Microsoft PowerPoint Presentation OpenXML (Windows 2007-onwards),pptx,Presentation and Publishing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,-1,1,2,-1,2,2,2,4,-2,1,1,1,1,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-4,2016,-2,-6,25.00,Low Risk,0.012,-5,5,25
,,14.00,Moderate Risk,NF00771,Microsoft PowerPoint Template,pot,Presentation and Publishing,-1,2,2,-2,2,3,0,2,2,2,2,8,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,14.00,Moderate Risk,0.000,-5,5,14
,,-3.00,Moderate Risk,NF00658,Microsoft PowerPoint unspecified version,ppt,Presentation and Publishing,-1,-1,0,0,0,-2,2,2,-1,-1,0,2,-1,0,1,-1,1,1,1,2,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,-1,0,,-4,,-4,-8,-3.00,Moderate Risk,0.013,-5,3,-5
,,-6.00,Moderate Risk,NF00682,Microsoft Project 2000-2003,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1999,-4,2003,-4,-8,-6.00,Moderate Risk,0.000,-5,5,-6
,,-6.00,Moderate Risk,NF00683,Microsoft Project 2007,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,2007,-4,2007,-4,-8,-6.00,Moderate Risk,0.000,-5,5,-6
,,-2.00,Moderate Risk,NF00684,Microsoft Project 2010,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,2010,-2,2010,-2,-4,-2.00,Moderate Risk,0.000,-5,5,-2
,,-6.00,Moderate Risk,NF00679,Microsoft Project 4.0,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1987,-4,1993,-4,-8,-6.00,Moderate Risk,0.000,-5,5,-6
,,-6.00,Moderate Risk,NF00680,Microsoft Project 95,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1996,-4,1996,-4,-8,-6.00,Moderate Risk,0.000,-5,5,-6
,,-6.00,Moderate Risk,NF00681,Microsoft Project 98,mpp,Presentation and Publishing|Structured Data,-1,-1,2,-2,0,-2,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1997,-4,1997,-4,-8,-6.00,Moderate Risk,0.000,-5,5,-6
,,-1.00,Moderate Risk,NF00293,Microsoft Publisher 2.0,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,-1,-1,2,0,0,0,-1,0,1,0,0,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,-1.00,Moderate Risk,0.000,-5,-3,-9
,,4.00,Moderate Risk,NF00294,Microsoft Publisher 2000,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,2,-1,5,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,4.00,Moderate Risk,0.000,-5,-3,-4
,,7.00,Moderate Risk,NF00295,Microsoft Publisher 2002,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,2,2,8,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,7.00,Moderate Risk,0.000,-5,-3,-1
,,0.00,Moderate Risk,NF00296,Microsoft Publisher 95,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,-1,-1,2,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,-3,-8
,,0.00,Moderate Risk,NF00297,Microsoft Publisher 97,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,-1,-1,2,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,0.00,Moderate Risk,0.000,-5,-3,-8
,,4.00,Moderate Risk,NF00298,Microsoft Publisher 98,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,0,2,2,2,-1,5,0,0,0,-1,1,1,0,1,1,-1,1,-1,0,0,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,4.00,Moderate Risk,0.000,-5,-3,-4
,,1.00,Moderate Risk,NF00832,Microsoft Publisher unspecified version,pub,Presentation and Publishing,-1,-1,-1,0,0,-3,2,2,2,-1,-1,4,0,0,0,-1,0,1,0,0,1,-1,1,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,-8,1.00,Moderate Risk,0.001,-5,-3,-7
,,-10.00,Moderate Risk,NF00404,Microsoft Schedule+ Contacts,scd,Databases|Calendars,-1,-1,-1,0,0,-3,0,2,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-2,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-10.00,Moderate Risk,0.000,-5,-3,-18
,,-17.00,High Risk,NF00821,Microsoft Streets and Trips Map Format,est,Geospatial,-1,-1,-1,-2,-1,-6,0,0,-1,-1,-1,-3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,2,2,4,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1988,-4,2012,-2,-6,-17.00,High Risk,0.000,-5,-5,-27
